route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
806,RINFRA-801-1_Weekday-30,47114882,,1,672,806SB_160306
806,RINFRA-801-1_Weekday-30,47114883,,1,669,806SB_160306
806,RINFRA-801-1_Weekday-30,47114884,,1,670,806SB_160306
806,RINFRA-801-1_Weekday-30,47114885,,1,671,806SB_160306
806,RINFRA-801-1_Weekday-30,47114886,,1,651,806SB_160306
806,RINFRA-801-1_Weekday-30,47114887,,1,666,806SB_160306
806,RINFRA-801-1_Weekday-30,47114888,,0,651,806NB_160306
806,RINFRA-801-1_Weekday-30,47114889,,0,657,806NB_160306
806,RINFRA-801-1_Weekday-30,47114890,,0,658,806NB_160306
806,RINFRA-801-1_Weekday-30,47114891,,0,664,806NB_160306
806,RINFRA-801-1_Weekday-30,47114892,,0,661,806NB_160306
806,RINFRA-801-1_Weekday-30,47114893,,0,659,806NB_160306
806,RINFRA-801-1_Weekday-30,47114894,,0,660,806NB_160306
806,RINFRA-801-1_Weekday-30,47114895,,0,663,806NB_160306
806,RINFRA-801-1_Weekday-30,47114896,,0,651,806NB_160306
806,RINFRA-801-1_Weekday-30,47114897,,0,657,806NB_160306
806,RINFRA-801-1_Weekday-30,47114898,,0,664,806NB_160306
806,RINFRA-801-1_Weekday-30,47114899,,0,663,806NB_160306
806,RINFRA-801-1_Weekday-30,47114900,,0,662,806NB_160306
806,RINFRA-801-1_Weekday-30,47114901,,0,658,806NB_160306
