datetime,trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,line_id,station_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,tpis_name,hrs,datetime
2018-08-29 11:00:00,46311030,11:00:00,11:00:00,80401,27,804 - Atlantic Station,1,0,804,01,80401,Atlantic Station,,34.033398,-118.15446899999999,,0,80401S,East LA,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46257073,11:00:00,11:00:00,80121,19,801 - 7th Street / Metro Center Station,0,0,801,21,80121,Pico Station,,34.040735,-118.26611799999999,,0,80121S,Pico,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46322587,11:00:00,11:00:00,80306,9,803 - Redondo Beach Station,0,0,803,06,80306,Hawthorne / Lennox Station,,33.933408,-118.351602,,0,80306S,Haw/Lenx,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46373160,11:00:00,11:00:00,80202,13,802 - North Hollywood Station,0,0,802,02,80202,Universal / Studio City Station,,34.140002,-118.36269899999999,,0,80202S,Univ City,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46318857,11:00:00,11:00:00,80405,23,804 - Atlantic Station,0,0,804,05,80405,Soto Station,,34.043746999999996,-118.21006100000001,,0,80405S,Soto,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46284186,11:00:00,11:00:00,80211,11,802 - Union Station / Downtown LA,0,0,802,11,80211,7th Street / Metro Center Station - Metro Red & Purple Lines,,34.048634,-118.25868200000001,,0,80122S,7MC,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46524517,11:00:00,11:00:00,80130,10,806 - 7th Street / Metro Center Station,0,0,801,30,80130,Expo / La Brea / Ethel Bradley Station,,34.024803000000006,-118.35515900000001,,0,80130S,Ex/LBrea,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46261263,11:00:00,11:00:00,80132,12,806 - Downtown Santa Monica Station,0,0,801,32,80132,Culver City Station,,34.027896000000005,-118.38898600000002,,0,80132S,CulvrCty,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46523746,11:00:00,11:00:00,80132,12,806 - Downtown Santa Monica Station,0,0,801,32,80132,Culver City Station,,34.027896000000005,-118.38898600000002,,0,80132S,CulvrCty,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46282730,11:00:00,11:00:00,80212,12,802 - Union Station / Downtown LA,0,0,802,12,80212,Pershing Square Station,,34.049316,-118.251259,,0,80212S,Persh Sq,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46312306,11:00:00,11:00:00,80419,9,804 - Atlantic Station,0,0,804,19,80419,Lake Station,,34.151806,-118.13139,,0,80419S,Lake,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46308067,11:00:00,11:00:00,80421,21,804 - Azusa / Citrus,0,0,804,21,80421,Sierra Madre Villa Station,,34.147752000000004,-118.08121200000001,,0,80421S,Pasadena,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46323856,11:00:00,11:00:00,80310,5,803 - Redondo Beach Station,0,0,803,10,80310,Avalon Station,,33.927465000000005,-118.26521699999999,,0,80310S,Avalon,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46464687,11:00:00,11:00:00,80312,3,803 - Redondo Beach Station,0,0,803,12,80312,Long Beach Blvd Station,,33.92488,-118.20994499999999,,0,80312S,LB Bl,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46464692,11:00:00,11:00:00,80310,10,803 - Norwalk Station,0,0,803,10,80310,Avalon Station,,33.927465000000005,-118.26521699999999,,0,80310S,Avalon,11,2018-08-29 11:00:00
2018-08-29 11:01:00,46525768,11:01:00,11:01:00,80121,2,801 - Willowbrook / Rosa Parks Station,0,0,801,21,80121,Pico Station,,34.040735,-118.26611799999999,,0,80121S,Pico,11,2018-08-29 11:01:00
2018-08-29 11:01:00,46324305,11:01:00,11:01:00,80311,11,803 - Norwalk Station,0,0,803,11,80311,Willowbrook - Rosa Parks Station - Metro Green Line,,33.928258,-118.238052,,0,80112S,Willwbrk,11,2018-08-29 11:01:00
2018-08-29 11:01:00,46474904,11:01:00,11:01:00,80427,1,804 - Atlantic Station,0,0,804,27,80427,APU / Citrus College Station,,34.136814,-117.891636,,0,80427S,Azusa,11,2018-08-29 11:01:00
2018-08-29 11:01:00,46525926,11:01:00,11:01:00,80132,8,806 - 7th Street / Metro Center Station,0,0,801,32,80132,Culver City Station,,34.027896000000005,-118.38898600000002,,0,80132S,CulvrCty,11,2018-08-29 11:01:00
