id,report_date,report_time,vehicle_id,lat,lon,direction
463,08/29/18,12:59:44,406,34.132544,-117.968079,180
464,08/29/18,12:59:51,401,34.133521,-118.148126,0
465,08/29/18,12:59:59,407,34.136775,-117.899979,0
466,08/29/18,12:58:38,452,34.047772,-118.227849,0
467,08/29/18,12:59:51,404,34.109958,-118.180223,180
468,08/29/18,12:58:38,402,34.0333759,-118.173907,0
469,08/29/18,12:59:51,405,34.152417,-118.114348,180
470,08/29/18,12:59:59,451,34.074592,-118.22525,0
471,08/29/18,12:59:51,403,34.043807,-118.209999,180
472,08/29/18,12:59:44,454,34.063861,-118.23584,180
473,08/29/18,12:59:59,408,34.132375,-117.998302,0
474,08/29/18,12:59:44,409,34.152505,-118.10424,0
475,08/29/18,13:02:44,406,34.132544,-117.968079,180
476,08/29/18,13:02:51,401,34.133521,-118.148126,0
